"","plot.id","easting","northing","disp","ivfr","phau","scam","sppa","band2","band3","band4","band5","ndvi","evi","ndwi","savi"
"1",4,365671.937,4303961.435,0,5,0,5,5,239,466,357,2269,0.728103579588728,1.8261700095511,-0.659232175502742,1.09153187440533
"2",4,365671.937,4303961.435,3,3,0,5,5,239,466,357,2269,0.728103579588728,1.8261700095511,-0.659232175502742,1.09153187440533
"3",5,365672.2157,4303960.269,0,5,0,5,5,239,466,357,2269,0.728103579588728,1.8261700095511,-0.659232175502742,1.09153187440533
"4",5,365672.2157,4303960.269,3,3,0,5,5,239,466,357,2269,0.728103579588728,1.8261700095511,-0.659232175502742,1.09153187440533
"5",6,365671.2172,4303960.091,0,5,0,5,5,239,466,357,2269,0.728103579588728,1.8261700095511,-0.659232175502742,1.09153187440533
"6",6,365671.2172,4303960.091,3,3,0,5,5,239,466,357,2269,0.728103579588728,1.8261700095511,-0.659232175502742,1.09153187440533
"7",7,365670.982,4303961.041,0,5,0,5,5,239,466,357,2269,0.728103579588728,1.8261700095511,-0.659232175502742,1.09153187440533
"8",7,365670.982,4303961.041,3,3,0,5,5,239,466,357,2269,0.728103579588728,1.8261700095511,-0.659232175502742,1.09153187440533
"9",9,365671.9276,4303961.414,0,5,0,5,5,239,466,357,2269,0.728103579588728,1.8261700095511,-0.659232175502742,1.09153187440533
"10",9,365671.9276,4303961.414,3,3,0,5,5,239,466,357,2269,0.728103579588728,1.8261700095511,-0.659232175502742,1.09153187440533
"11",10,365672.09,4303960.205,0,5,0,5,5,239,466,357,2269,0.728103579588728,1.8261700095511,-0.659232175502742,1.09153187440533
"12",10,365672.09,4303960.205,3,3,0,5,5,239,466,357,2269,0.728103579588728,1.8261700095511,-0.659232175502742,1.09153187440533
"13",11,365671.349,4303960.002,0,5,0,5,5,239,466,357,2269,0.728103579588728,1.8261700095511,-0.659232175502742,1.09153187440533
"14",11,365671.349,4303960.002,3,3,0,5,5,239,466,357,2269,0.728103579588728,1.8261700095511,-0.659232175502742,1.09153187440533
"15",12,365670.8875,4303961.096,0,5,0,5,5,239,466,357,2269,0.728103579588728,1.8261700095511,-0.659232175502742,1.09153187440533
"16",12,365670.8875,4303961.096,3,3,0,5,5,239,466,357,2269,0.728103579588728,1.8261700095511,-0.659232175502742,1.09153187440533
"17",14,365662.4043,4304176.912,4,0,0,0,0,344,579,480,2045,0.61980198019802,1.66915529010239,-0.558689024390244,0.929150999406293
"18",15,365661.5503,4304176.755,4,0,0,0,0,344,579,480,2045,0.61980198019802,1.66915529010239,-0.558689024390244,0.929150999406293
"19",19,365662.4442,4304156.412,4,0,0,0,0,241,471,355,2480,0.749559082892416,1.89630555059789,-0.680786174178245,1.12374405076679
"20",20,365662.2901,4304157.286,4,0,0,0,0,241,471,355,2480,0.749559082892416,1.89630555059789,-0.680786174178245,1.12374405076679
"21",23,365662.7492,4304143.794,2,0,0,0,6,255,596,425,2965,0.749262536873156,1.76315424128835,-0.665262566694749,1.1233967271119
"22",24,365662.7919,4304144.912,2,0,0,0,6,255,596,425,2965,0.749262536873156,1.76315424128835,-0.665262566694749,1.1233967271119
"23",26,365663.3497,4304130.746,1,0,0,0,6,255,596,425,2965,0.749262536873156,1.76315424128835,-0.665262566694749,1.1233967271119
"24",27,365662.4909,4304130.647,2,0,0,0,6,255,596,425,2965,0.749262536873156,1.76315424128835,-0.665262566694749,1.1233967271119
"25",27,365662.4909,4304130.647,1,0,0,0,6,255,596,425,2965,0.749262536873156,1.76315424128835,-0.665262566694749,1.1233967271119
"26",28,365662.5707,4304131.571,2,0,0,0,6,255,596,425,2965,0.749262536873156,1.76315424128835,-0.665262566694749,1.1233967271119
"27",28,365662.5707,4304131.571,1,0,0,0,6,255,596,425,2965,0.749262536873156,1.76315424128835,-0.665262566694749,1.1233967271119
"28",31,365663.8751,4304109.609,1,0,0,0,6,334,684,620,2896,0.647326507394767,1.38442822384428,-0.617877094972067,0.970575692963753
"29",32,365663.9129,4304110.907,1,0,0,0,6,334,684,620,2896,0.647326507394767,1.38442822384428,-0.617877094972067,0.970575692963753
"30",35,365665.3185,4304077.597,2,3,0,4,5,403,710,745,2677,0.5645821157218,1.17133503092033,-0.580749926188367,0.846502117715788
"31",36,365665.4504,4304078.477,2,3,0,4,5,403,710,745,2677,0.5645821157218,1.17133503092033,-0.580749926188367,0.846502117715788
"32",37,365665.7342,4304070.99,2,5,0,3,3,403,710,745,2677,0.5645821157218,1.17133503092033,-0.580749926188367,0.846502117715788
"33",38,365665.6046,4304070.102,2,5,0,3,3,403,710,745,2677,0.5645821157218,1.17133503092033,-0.580749926188367,0.846502117715788
"34",39,365664.3616,4304070.294,2,3,0,4,5,403,710,745,2677,0.5645821157218,1.17133503092033,-0.580749926188367,0.846502117715788
"35",39,365664.3616,4304070.294,2,5,0,3,3,403,710,745,2677,0.5645821157218,1.17133503092033,-0.580749926188367,0.846502117715788
"36",40,365664.5335,4304071.199,2,3,0,4,5,403,710,745,2677,0.5645821157218,1.17133503092033,-0.580749926188367,0.846502117715788
"37",40,365664.5335,4304071.199,2,5,0,3,3,403,710,745,2677,0.5645821157218,1.17133503092033,-0.580749926188367,0.846502117715788
"38",41,365664.9221,4304052.16,2,5,0,3,3,350,629,623,2547,0.606940063091483,1.31456682153594,-0.603904282115869,0.909979504966104
"39",42,365664.9574,4304050.992,2,5,0,3,3,350,629,623,2547,0.606940063091483,1.31456682153594,-0.603904282115869,0.909979504966104
"40",43,365664.1971,4304050.846,2,5,0,3,3,350,629,623,2547,0.606940063091483,1.31456682153594,-0.603904282115869,0.909979504966104
"41",44,365663.7935,4304051.791,2,5,0,3,3,350,629,623,2547,0.606940063091483,1.31456682153594,-0.603904282115869,0.909979504966104
"42",44,365663.7935,4304051.791,3,4,0,4,5,350,629,623,2547,0.606940063091483,1.31456682153594,-0.603904282115869,0.909979504966104
"43",48,365667.3501,4304019.979,3,0,0,0,6,273,497,485,2185,0.636704119850187,1.39504349253241,-0.62938105891126,0.954519932622123
"44",51,365670.1027,4304006.391,5,4,0,0,1,258,517,444,2407,0.688530340231498,1.56539074960128,-0.646374829001368,1.03225241016652
"45",52,365669.4802,4304007.275,5,4,0,0,1,258,517,444,2407,0.688530340231498,1.56539074960128,-0.646374829001368,1.03225241016652
"46",53,365672.0426,4303980.628,0,5,0,5,5,226,476,310,2661,0.791316055200269,2.08053097345133,-0.696525342684093,1.18637510513036
"47",54,365671.9141,4303979.687,0,5,0,5,5,226,476,310,2661,0.791316055200269,2.08053097345133,-0.696525342684093,1.18637510513036
"48",55,365670.6986,4303979.756,0,5,0,5,5,226,476,310,2661,0.791316055200269,2.08053097345133,-0.696525342684093,1.18637510513036
"49",56,365670.7773,4303980.751,0,5,0,5,5,226,476,310,2661,0.791316055200269,2.08053097345133,-0.696525342684093,1.18637510513036
"50",59,365671.4794,4303944.737,3,3,0,5,5,239,466,357,2269,0.728103579588728,1.8261700095511,-0.659232175502742,1.09153187440533
"51",59,365671.4794,4303944.737,2,5,0,3,6,239,466,357,2269,0.728103579588728,1.8261700095511,-0.659232175502742,1.09153187440533
"52",60,365671.4108,4303945.581,3,3,0,5,5,239,466,357,2269,0.728103579588728,1.8261700095511,-0.659232175502742,1.09153187440533
"53",60,365671.4108,4303945.581,2,5,0,3,6,239,466,357,2269,0.728103579588728,1.8261700095511,-0.659232175502742,1.09153187440533
"54",63,365673.0845,4303917.944,2,4,0,3,5,245,512,408,2653,0.733420450833061,1.72030651340996,-0.676461295418641,1.09959183673469
"55",64,365672.9292,4303918.925,2,4,0,3,5,245,512,408,2653,0.733420450833061,1.72030651340996,-0.676461295418641,1.09959183673469
"56",65,365675.8212,4303903.531,0,3,0,4,5,215,423,390,2177,0.696143358005454,1.53866023764422,-0.674615384615385,1.04360521705275
"57",66,365675.8461,4303902.374,0,3,0,4,5,215,423,390,2177,0.696143358005454,1.53866023764422,-0.674615384615385,1.04360521705275
"58",67,365674.6742,4303902.477,0,3,0,4,5,215,423,390,2177,0.696143358005454,1.53866023764422,-0.674615384615385,1.04360521705275
"59",68,365674.5052,4303903.384,0,3,0,4,5,215,423,390,2177,0.696143358005454,1.53866023764422,-0.674615384615385,1.04360521705275
"60",69,365679.3291,4303891.203,2,0,0,4,5,215,423,390,2177,0.696143358005454,1.53866023764422,-0.674615384615385,1.04360521705275
"61",70,365679.2558,4303890.119,2,0,0,4,5,215,423,390,2177,0.696143358005454,1.53866023764422,-0.674615384615385,1.04360521705275
"62",71,365678.4592,4303890.003,2,0,0,4,5,215,423,390,2177,0.696143358005454,1.53866023764422,-0.674615384615385,1.04360521705275
"63",72,365678.4972,4303890.865,2,0,0,4,5,215,423,390,2177,0.696143358005454,1.53866023764422,-0.674615384615385,1.04360521705275
"64",81,365677.5484,4303815.197,2,0,0,4,3,246,456,447,2390,0.684878392668312,1.50573465592064,-0.679550245959241,1.0267747049498
"65",82,365677.512,4303814.014,2,0,0,4,3,246,456,447,2390,0.684878392668312,1.50573465592064,-0.679550245959241,1.0267747049498
"66",83,365676.5417,4303814.149,2,0,0,4,3,246,456,447,2390,0.684878392668312,1.50573465592064,-0.679550245959241,1.0267747049498
"67",84,365676.4647,4303815.027,2,0,0,4,3,246,456,447,2390,0.684878392668312,1.50573465592064,-0.679550245959241,1.0267747049498
"68",85,365676.3402,4303797.053,2,0,0,4,3,246,456,447,2390,0.684878392668312,1.50573465592064,-0.679550245959241,1.0267747049498
"69",86,365676.7038,4303796.153,2,0,0,4,3,246,456,447,2390,0.684878392668312,1.50573465592064,-0.679550245959241,1.0267747049498
"70",87,365675.2093,4303796.116,2,0,0,4,3,246,456,447,2390,0.684878392668312,1.50573465592064,-0.679550245959241,1.0267747049498
"71",88,365675.2037,4303796.898,2,0,0,4,3,246,456,447,2390,0.684878392668312,1.50573465592064,-0.679550245959241,1.0267747049498
"72",89,365865.8257,4304043.48,0,0,6,0,0,186,445,355,1959,0.693171996542783,1.48904567396955,-0.629783693843594,1.03908443100842
"73",90,365865.5223,4304042.596,0,0,6,0,0,186,445,355,1959,0.693171996542783,1.48904567396955,-0.629783693843594,1.03908443100842
"74",91,365864.6297,4304042.643,0,0,6,0,0,186,445,355,1959,0.693171996542783,1.48904567396955,-0.629783693843594,1.03908443100842
"75",91,365864.6297,4304042.643,0,0,5,0,0,186,445,355,1959,0.693171996542783,1.48904567396955,-0.629783693843594,1.03908443100842
"76",92,365864.6957,4304043.349,0,0,6,0,0,186,445,355,1959,0.693171996542783,1.48904567396955,-0.629783693843594,1.03908443100842
"77",92,365864.6957,4304043.349,0,0,5,0,0,186,445,355,1959,0.693171996542783,1.48904567396955,-0.629783693843594,1.03908443100842
"78",96,365867.9972,4304077.954,0,0,5,0,0,268,458,440,1442,0.532412327311371,1.20956059874457,-0.517894736842105,0.7979824794266
"79",97,365868.1022,4304059.612,0,0,6,0,0,268,458,440,1442,0.532412327311371,1.20956059874457,-0.517894736842105,0.7979824794266
"80",98,365867.6161,4304058.58,0,0,5,0,0,268,458,440,1442,0.532412327311371,1.20956059874457,-0.517894736842105,0.7979824794266
"81",98,365867.6161,4304058.58,0,0,6,0,0,268,458,440,1442,0.532412327311371,1.20956059874457,-0.517894736842105,0.7979824794266
"82",99,365866.864,4304058.725,0,0,5,0,0,268,458,440,1442,0.532412327311371,1.20956059874457,-0.517894736842105,0.7979824794266
"83",99,365866.864,4304058.725,0,0,6,0,0,268,458,440,1442,0.532412327311371,1.20956059874457,-0.517894736842105,0.7979824794266
"84",100,365867.193,4304059.695,0,0,5,0,0,268,458,440,1442,0.532412327311371,1.20956059874457,-0.517894736842105,0.7979824794266
"85",100,365867.193,4304059.695,0,0,6,0,0,268,458,440,1442,0.532412327311371,1.20956059874457,-0.517894736842105,0.7979824794266
"86",103,365867.8428,4304019.61,0,0,6,0,0,230,469,344,2205,0.730090231463319,1.82953204876131,-0.649214659685864,1.09449127622035
"87",104,365867.7192,4304020.595,0,0,6,0,0,230,469,344,2205,0.730090231463319,1.82953204876131,-0.649214659685864,1.09449127622035
"88",105,365872.9074,4304006.135,0,0,6,0,0,230,469,344,2205,0.730090231463319,1.82953204876131,-0.649214659685864,1.09449127622035
"89",106,365873.412,4304004.994,0,0,6,0,0,230,469,344,2205,0.730090231463319,1.82953204876131,-0.649214659685864,1.09449127622035
"90",107,365872.3018,4304004.768,0,0,6,0,0,230,469,344,2205,0.730090231463319,1.82953204876131,-0.649214659685864,1.09449127622035
"91",108,365871.2485,4304005.299,0,0,6,0,0,230,469,344,2205,0.730090231463319,1.82953204876131,-0.649214659685864,1.09449127622035
"92",112,365875.4012,4303983.08,0,3,4,0,0,222,451,317,2242,0.752246971473232,1.94209039548023,-0.665057556628296,1.12770943175161
"93",113,365872.9946,4303959.377,0,3,4,0,0,240,465,345,2439,0.752155172413793,1.93316100443131,-0.679752066115702,1.12762520193861
"94",114,365872.7908,4303958.4,0,3,4,0,0,240,465,345,2439,0.752155172413793,1.93316100443131,-0.679752066115702,1.12762520193861
"95",115,365871.7695,4303958.268,0,3,4,0,0,240,465,345,2439,0.752155172413793,1.93316100443131,-0.679752066115702,1.12762520193861
"96",115,365871.7695,4303958.268,5,5,0,5,4,240,465,345,2439,0.752155172413793,1.93316100443131,-0.679752066115702,1.12762520193861
"97",116,365871.7652,4303959.212,0,3,4,0,0,240,465,345,2439,0.752155172413793,1.93316100443131,-0.679752066115702,1.12762520193861
"98",116,365871.7652,4303959.212,5,5,0,5,4,240,465,345,2439,0.752155172413793,1.93316100443131,-0.679752066115702,1.12762520193861
"99",117,365872.6521,4303932.442,5,5,0,5,4,278,521,432,2535,0.708796764408493,1.72887208155212,-0.659031413612565,1.06265790803436
"100",117,365872.6521,4303932.442,4,5,0,4,4,278,521,432,2535,0.708796764408493,1.72887208155212,-0.659031413612565,1.06265790803436
"101",118,365872.7915,4303931.373,4,5,0,4,4,278,521,432,2535,0.708796764408493,1.72887208155212,-0.659031413612565,1.06265790803436
"102",119,365871.7657,4303931.319,4,5,0,4,4,278,521,432,2535,0.708796764408493,1.72887208155212,-0.659031413612565,1.06265790803436
"103",120,365871.4759,4303932.034,5,5,0,5,4,278,521,432,2535,0.708796764408493,1.72887208155212,-0.659031413612565,1.06265790803436
"104",120,365871.4759,4303932.034,4,5,0,4,4,278,521,432,2535,0.708796764408493,1.72887208155212,-0.659031413612565,1.06265790803436
"105",123,365873.8944,4303910.688,4,5,0,4,4,278,521,432,2535,0.708796764408493,1.72887208155212,-0.659031413612565,1.06265790803436
"106",124,365873.4502,4303911.352,4,5,0,4,4,278,521,432,2535,0.708796764408493,1.72887208155212,-0.659031413612565,1.06265790803436
"107",127,365873.725,4303891.522,3,0,6,3,0,291,509,437,2342,0.685498380712486,1.71282143499371,-0.642932304454577,1.02769286099622
"108",128,365873.6726,4303892.774,3,0,6,3,0,291,509,437,2342,0.685498380712486,1.71282143499371,-0.642932304454577,1.02769286099622
"109",133,365863.9547,4304029.453,0,0,5,0,0,186,445,355,1959,0.693171996542783,1.48904567396955,-0.629783693843594,1.03908443100842
"110",134,366049.9286,4304351.309,0,0,3,0,4,204,433,278,3362,0.847252747252747,2.20348671048871,-0.771805006587615,1.27035562268296
"111",135,366048.895,4304351.568,0,0,3,0,4,204,433,278,3362,0.847252747252747,2.20348671048871,-0.771805006587615,1.27035562268296
"112",136,366048.9841,4304352.206,0,0,3,0,4,204,433,278,3362,0.847252747252747,2.20348671048871,-0.771805006587615,1.27035562268296
"113",137,366049.901,4304352.119,0,0,3,0,4,204,433,278,3362,0.847252747252747,2.20348671048871,-0.771805006587615,1.27035562268296
"114",138,366068.529,4304353.233,0,0,3,0,4,205,469,275,3791,0.864731923266109,2.25240230621397,-0.77981220657277,1.29661954517517
"115",143,366084.8868,4304349.917,0,1,3,0,2,205,469,275,3791,0.864731923266109,2.25240230621397,-0.77981220657277,1.29661954517517
"116",147,366098.5524,4304344.078,3,5,1,0,5,263,536,339,3280,0.812655429676706,2.20101781170483,-0.719077568134172,1.21847811075818
"117",150,366134.8949,4304339.048,0,3,4,0,1,276,482,330,2478,0.764957264957265,2.24968579807289,-0.674324324324324,1.14682327816337
"118",150,366134.8949,4304339.048,0,0,6,0,0,276,482,330,2478,0.764957264957265,2.24968579807289,-0.674324324324324,1.14682327816337
"119",151,366133.9299,4304339.253,0,3,4,0,1,276,482,330,2478,0.764957264957265,2.24968579807289,-0.674324324324324,1.14682327816337
"120",151,366133.9299,4304339.253,0,0,6,0,0,276,482,330,2478,0.764957264957265,2.24968579807289,-0.674324324324324,1.14682327816337
"121",152,366133.8742,4304340.146,0,0,6,0,0,276,482,330,2478,0.764957264957265,2.24968579807289,-0.674324324324324,1.14682327816337
"122",153,366134.878,4304339.86,0,3,4,0,1,276,482,330,2478,0.764957264957265,2.24968579807289,-0.674324324324324,1.14682327816337
"123",153,366134.878,4304339.86,0,0,6,0,0,276,482,330,2478,0.764957264957265,2.24968579807289,-0.674324324324324,1.14682327816337
"124",154,366145.9808,4304339.248,0,3,4,0,1,276,482,330,2478,0.764957264957265,2.24968579807289,-0.674324324324324,1.14682327816337
"125",155,366144.7618,4304339.453,0,3,4,0,1,276,482,330,2478,0.764957264957265,2.24968579807289,-0.674324324324324,1.14682327816337
"126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
